Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU_ID,Strategy,Depth,June_Abundance,March_Abundance,May_Abundance,September_Abundance,Location,Winter_Logfoldchange,Snowmelt_Logfoldchange,Spring_Logfoldchange,Winter_logfold_CI,Snowmelt_logfold_CI,Spring_logfold_CI,Winter_adj.p,Snowmelt_adj.p,Spring_adj.p,Trophic.Mode,Guild
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,s__Sporormiella_leporina,OTU_4053,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,10.57,-10.57,Inf,11.77,11.77,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_polymorpha,OTU_3360,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,11.15,-11.15,Inf,12.36,12.36,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,NA,OTU_3990,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,11.15,-11.15,Inf,12.36,12.36,1,0.001,0.001,Mixotrophic,Endophyte-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_squarrosa,OTU_4034,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,10.57,-10.57,Inf,11.77,11.77,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__Cystobasidium_slooffiae,OTU_3808,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,11.15,-11.15,Inf,12.36,12.36,1,0.001,0.001,Pathotroph,Mycoparasite
k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,s__Rhizophlyctis_rosea,OTU_3619,Snowmelt,0 to 5 cm,0,0,0.00001,0,Hillslope,0,9.81,-9.81,Inf,11.01,11.01,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_decastes,OTU_3275,Snowmelt,0 to 5 cm,0,0,0.00002,0,Hillslope,0,10.81,-10.81,Inf,12.01,12.01,1,0.001,0.001,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Veronaea,s__Veronaea_sp,OTU_313,Snowmelt,0 to 5 cm,0,0,0.00002,0,Hillslope,0,11.13,-11.13,Inf,12.34,12.34,1,0.001,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Veronaea,s__Veronaea_sp,OTU_313,Snowmelt,5 to 15 cm,0,0,0.00437,0,Hillslope,0,18.74,-18.74,Inf,19.94,19.94,1,0.001,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Veronaea,s__Veronaea_sp,OTU_313,Snowmelt,15 cm +,0,0,0.00023,0,Hillslope,0,14.52,-14.52,Inf,15.72,15.72,1,0.001,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,s__Serendipita_sp,OTU_2179,Snowmelt,0 to 5 cm,0,0,0.00001,0,Hillslope,0,10.4,-10.4,Inf,11.6,11.6,1,0.001,0.001,Ericoid Mycorrhizal,Orchid Mycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,s__Serendipita_sp,OTU_2179,Snowmelt,15 cm +,0,0,0.00005,0,Hillslope,0,12.28,-12.28,Inf,13.48,13.48,1,0.001,0.001,Ericoid Mycorrhizal,Orchid Mycorrhizal
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_flanaganii,OTU_3093,Snowmelt,5 to 15 cm,0,0,0.00004,0,Hillslope,0,12.03,-12.03,Inf,13.24,13.24,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_elongatula,OTU_2469,Snowmelt,15 cm +,0,0,0.00004,0,Hillslope,0,11.82,-11.82,Inf,13.02,13.02,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Typhulaceae,g__Typhula,s__Typhula_japonica,OTU_1369,Snowmelt,15 cm +,0,0,0.00011,0,Hillslope,0,13.46,-13.46,Inf,14.67,14.67,1,0.001,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,OTU_2793,Snowmelt,15 cm +,0,0,0,0,Hillslope,0,8.82,-0.28,Inf,10.02,10.5,1,0.001,1,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces,NA,OTU_2632,Snowmelt,0 to 5 cm,0,0,0.00002,0,Hillslope,0,10.93,-10.93,Inf,12.13,12.13,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces,NA,OTU_2632,Snowmelt,15 cm +,0,0,0.00003,0,Hillslope,0,11.4,-11.4,Inf,12.61,12.61,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_polymorpha,OTU_1121,Snowmelt,15 cm +,0,0,0.00003,0,Hillslope,0,11.4,-11.4,Inf,12.61,12.61,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,OTU_3469,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,10.82,-10.82,Inf,12.02,12.02,1,0.001,0.001,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_sp,OTU_2749,Snowmelt,15 cm +,0,0,0.00004,0,Hillslope,0,11.99,-11.99,Inf,13.19,13.19,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Dactylellina,s__Dactylellina_cionopaga,OTU_2126,Snowmelt,15 cm +,0,0,0.00001,0,Hillslope,0,9.82,-9.82,Inf,11.02,11.02,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Trichopeziza,s__Trichopeziza_mollissima,OTU_2956,Snowmelt,0 to 5 cm,0,0,0.0001,0,Hillslope,0,13.25,-13.25,Inf,14.46,14.46,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA,OTU_1561,Snowmelt,0 to 5 cm,0,0,0.00002,0,Hillslope,0,10.93,-10.93,Inf,12.13,12.13,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA,OTU_1561,Snowmelt,5 to 15 cm,0,0,0.00001,0,Hillslope,0,9.11,-9.11,Inf,10.31,10.31,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA,OTU_1561,Snowmelt,15 cm +,0,0,0.00007,0,Hillslope,0,12.78,-12.78,Inf,13.99,13.99,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_carpinicola,OTU_1584,Snowmelt,0 to 5 cm,0,0,0.00002,0,Hillslope,0,10.93,-10.93,Inf,12.13,12.13,1,0.001,0.001,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_carpinicola,OTU_1584,Snowmelt,15 cm +,0,0,0.00011,0,Hillslope,0,13.47,-13.47,Inf,14.68,14.68,1,0.001,0.001,Saprotroph,Dung Saprotroph
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_sp,OTU_1687,Snowmelt,5 to 15 cm,0,0,0.00012,0,Hillslope,0,13.57,-13.57,Inf,14.77,14.77,1,0.001,0.001,Mixotrophic,Animal Endosymbiont-Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_sp,OTU_227,Snowmelt,5 to 15 cm,0,0,0.00001,0,Hillslope,0,9.11,-9.11,Inf,10.31,10.31,1,0.001,0.001,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,NA,OTU_3618,Snowmelt,5 to 15 cm,0,0,0.00001,0,Hillslope,0,10.11,-10.11,Inf,11.31,11.31,1,0.001,0.001,Saprotroph,Soil Saprotroph
k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Geoglossum,NA,OTU_768,Snowmelt,15 cm +,0,0,0.0005,0,Hillslope,0,15.61,-15.61,Inf,16.82,16.82,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Geoglossum,s__Geoglossum_fallax,OTU_3080,Snowmelt,15 cm +,0,0,0.00001,0,Hillslope,0,10.4,-10.4,Inf,11.61,11.61,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_scyphoides,OTU_585,Spring,5 to 15 cm,0.00106,0,0,0.00004,Hillslope,-12.01,0,16.7,13.15,Inf,1.14,0.002,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothideales_fam_Incertae_sedis,g__Selenophoma,s__Selenophoma_mahoniae,OTU_87,Spring,0 to 5 cm,0.00627,0.00021,0.00114,0.00165,Hillslope,-2.99,2.45,2.46,4.87,4.31,3.84,0.041,0.042,0.02,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Zopfiella,s__Zopfiella_lundqvistii,OTU_363,Spring,0 to 5 cm,0.00467,0.00011,0,0.00078,Hillslope,-2.88,-13.37,18.83,4.81,15.04,13.62,0.047,0.001,0,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Zopfiella,s__Zopfiella_lundqvistii,OTU_363,Spring,5 to 15 cm,0.00025,0.00002,0,0.00018,Hillslope,-2.86,-11.27,14.58,4.63,12.94,11.84,0.039,0.001,0,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Zopfiella,s__Zopfiella_lundqvistii,OTU_363,Spring,15 cm +,0.00032,0,0,0,Hillslope,0,0,14.96,Inf,Inf,0.5,1,1,0,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_352,Spring,15 cm +,0.00062,0.00035,0.00011,0.00006,Hillslope,2.63,-1.59,2.42,4.49,3.41,2.67,0.053,0.104,0.001,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sublectaticum,OTU_1030,Spring,15 cm +,0.00001,0,0,0,Hillslope,0,0,9.36,Inf,Inf,0.58,1,1,0,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__Ilyonectria_mors-panacis,OTU_952,Spring,5 to 15 cm,0.00101,0.00002,0,0.0003,Hillslope,-3.58,-11.27,16.62,5.53,12.94,12.41,0.03,0.001,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,s__Chaetomium_succineum,OTU_147,Spring,0 to 5 cm,0.00209,0.00137,0.00083,0.0011,Hillslope,0.31,-0.72,1.33,1.08,1.74,1.92,0.544,0.159,0.011,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Psilachnum,s__Psilachnum_chrysostigmum,OTU_9,Spring,15 cm +,0.00767,0.00021,0.00141,0,Hillslope,14.34,2.76,2.44,16.01,4.68,4.08,0.002,0.034,0.031,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,s__Ochroconis_bacilliformis,OTU_1088,Spring,15 cm +,0.00003,0,0,0,Hillslope,0,0,11.35,Inf,Inf,1.16,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,s__Lachnum_sp,OTU_5,Spring,5 to 15 cm,0.02936,0.00169,0.00655,0.00618,Hillslope,-1.87,1.95,2.16,2.46,2.63,3,0.009,0.007,0.008,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__Acremonium_persicinum,OTU_245,Spring,15 cm +,0.00104,0.00096,0.00051,0.00049,Hillslope,0.98,-0.91,1.03,2.1,1.97,1.27,0.152,0.108,0.003,Pathogen,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,s__Flagelloscypha_minutissima,OTU_931,Spring,15 cm +,0.00019,0,0,0,Hillslope,-8.89,0,14.23,10.03,Inf,1.08,0.002,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiomycetes_ord_Incertae_sedis,f__Pseudeurotiaceae,g__Pseudogymnoascus,s__Pseudogymnoascus_roseus,OTU_29,Spring,0 to 5 cm,0.00403,0.0031,0.00249,0.00234,Hillslope,0.41,-0.32,0.69,1.76,1.68,0.75,0.744,0.668,0.001,Mixotrophic,Animal Pathogen-Soil Saprotroph
k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Trichocladium,s__Trichocladium_opacum,OTU_193,Spring,15 cm +,0.00984,0.00371,0.00862,0.01194,Hillslope,-1.69,1.22,0.19,2.08,1.62,0.23,0.005,0.006,0.002,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_sp,OTU_2359,Spring,15 cm +,0.00007,0,0,0.00002,Hillslope,-10.8,0,12.67,11.93,Inf,0.6,0.002,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_marchalianum,OTU_100,Spring,0 to 5 cm,0.00911,0.00706,0.00617,0.00579,Hillslope,0.29,-0.19,0.56,1.67,1.67,0.65,1,0.949,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,NA,OTU_122,Spring,15 cm +,0.0035,0.00122,0.00177,0.00026,Hillslope,2.2,0.54,0.98,3.26,1.65,0.89,0.022,0.298,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__Phaeococcomyces_sp,OTU_918,Spring,15 cm +,0.00011,0,0,0,Hillslope,0,0,13.43,Inf,Inf,0.48,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Cadophora_sp,OTU_134,Spring,0 to 5 cm,0.01214,0.00185,0.00301,0.00089,Hillslope,1.05,0.7,2.01,1.32,1.29,1.56,0.006,0.053,0,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_867,Spring,15 cm +,0.00282,0.00038,0.00009,0.00222,Hillslope,-2.56,-2,4.9,3.56,3.34,3.05,0.014,0.031,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_glutinans,OTU_51,Spring,0 to 5 cm,0.00838,0.0023,0.00296,0.00276,Hillslope,-0.26,0.36,1.5,1.94,1.94,1.25,1,0.684,0,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,s__Ophiosphaerella_sp,OTU_2260,Spring,15 cm +,0.00164,0.00067,0.00073,0.0011,Hillslope,-0.71,0.11,1.17,1.68,1.09,0.03,0.215,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_214,Spring,5 to 15 cm,0.00967,0.00007,0.00099,0.0016,Hillslope,-4.5,3.82,3.28,6.43,5.75,5.37,0.017,0.016,0.028,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA,OTU_2037,Spring,5 to 15 cm,0.00002,0,0,0,Hillslope,0,0,11.06,Inf,Inf,0.86,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA,OTU_2037,Spring,15 cm +,0.00003,0,0,0.00002,Hillslope,-10.81,0,11.41,11.38,Inf,0.95,0.002,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Darksidea,NA,OTU_2708,Spring,0 to 5 cm,0.00079,0.00035,0.00037,0.00021,Hillslope,0.69,0.08,1.1,1.59,1.16,0.83,0.196,1,0,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Darksidea,NA,OTU_2708,Spring,15 cm +,0.00049,0.0001,0.00024,0.0004,Hillslope,-1.97,1.22,1.01,3.04,2.32,1.15,0.029,0.062,0.001,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiomycetes_ord_Incertae_sedis,f__Pseudeurotiaceae,g__Geomyces,s__Geomyces_sp,OTU_971,Spring,15 cm +,0.00016,0.00011,0.00005,0.00011,Hillslope,0.08,-1.31,1.77,1.8,3.2,2.32,1,0.165,0.005,Saprotroph,Soil Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_hyalina,OTU_67,Spring,5 to 15 cm,0.01167,0.00074,0.00143,0.00823,Hillslope,-3.48,0.95,3.03,4.76,2.63,2.19,0.012,0.236,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,NA,OTU_85,Spring,15 cm +,0.00235,0.0005,0.00083,0.00118,Hillslope,-1.25,0.73,1.5,2.32,1.85,1,0.082,0.185,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,s__Ochroconis_sp,OTU_2256,Spring,15 cm +,0.00001,0,0,0,Hillslope,0,0,10.54,Inf,Inf,1.15,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Rhizoscyphus,s__Rhizoscyphus_sp,OTU_474,Spring,15 cm +,0.00012,0,0,0.00001,Hillslope,-9.83,8.09,5.48,10.96,9.29,9.62,0.002,0.001,0.042,Mixotrophic,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Atractospora,s__Atractospora_decumbens,OTU_1352,Spring,15 cm +,0.0001,0,0,0.00006,Hillslope,-12.6,0,13.24,13.74,Inf,0.58,0.002,1,0,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Trichometasphaeria,s__Trichometasphaeria_sp,OTU_1326,Spring,0 to 5 cm,0.00011,0.00005,0.00002,0.00007,Hillslope,-0.36,-1.36,2.47,2.1,3.18,2.47,1,0.143,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Trichometasphaeria,s__Trichometasphaeria_sp,OTU_1326,Spring,15 cm +,0.00005,0,0,0,Hillslope,0,0,12.41,Inf,Inf,0.61,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__Cladosporium_delicatulum,OTU_904,Spring,5 to 15 cm,0.0009,0.00014,0.00029,0.00031,Hillslope,-1.14,1.05,1.62,2.51,2.47,1.86,0.168,0.146,0.001,Endophyte,Endophyte-Plant Pathogen
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,s__Comoclathris_sedi,OTU_687,Spring,5 to 15 cm,0.00003,0,0,0.00001,Hillslope,-9.47,0,11.48,10.6,Inf,0.59,0.002,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_inaequalis,OTU_857,Spring,15 cm +,0.00006,0,0,0.00004,Hillslope,-12.08,0,12.63,13.22,Inf,0.36,0.002,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Phoma,s__Phoma_schachtii,OTU_830,Spring,0 to 5 cm,0.00042,0.00036,0.00011,0.00021,Hillslope,0.79,-1.71,1.9,1.44,2.59,2.98,0.075,0.017,0.021,Mixotrophic,Plant Pathogen-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothideales_fam_Incertae_sedis,g__Selenophoma,s__Selenophoma_mahoniae,OTU_3514,Spring,15 cm +,0.00034,0.00034,0.00007,0.00011,Hillslope,1.62,-2.32,2.33,2.91,3.99,3.63,0.07,0.037,0.02,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentellopsis,s__Tomentellopsis_sp,OTU_375,Spring,0 to 5 cm,0.00433,0.00003,0,0.00004,Hillslope,-0.47,-11.34,18.73,2.3,13.01,12.39,0.865,0.001,0,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentellopsis,s__Tomentellopsis_sp,OTU_375,Spring,15 cm +,0.00008,0,0,0,Hillslope,0,0,12.93,Inf,Inf,0.39,1,1,0,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomidium,s__Chaetomidium_gallecicum,OTU_317,Spring,5 to 15 cm,0.00059,0.00006,0.00017,0.00027,Hillslope,-2.19,1.46,1.84,3.2,2.49,1.39,0.02,0.035,0,Saprotroph,Dung Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,s__Coniochaeta_gigantospora,OTU_667,Spring,15 cm +,0.00012,0,0,0,Hillslope,0,0,13.51,Inf,Inf,0.56,1,1,0,Mixotrophic,Animal Pathogen-Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,s__Lecanicillium_fusisporum,OTU_1371,Spring,5 to 15 cm,0.00016,0,0,0.00008,Hillslope,-12.91,0,13.95,13.47,Inf,1.06,0.002,1,0,Pathotroph,Animal Pathogen
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Alatospora,s__Alatospora_acuminata,OTU_723,Spring,15 cm +,0.00239,0.00014,0.00024,0.0014,Hillslope,-3.33,0.78,3.34,5.04,2.48,1.85,0.026,0.325,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__Cladophialophora_sp,OTU_452,Spring,5 to 15 cm,0.00125,0.00009,0.00017,0.00074,Hillslope,-2.98,0.88,2.84,4.68,2.6,1.81,0.033,0.276,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,OTU_266,Spring,5 to 15 cm,0.00027,0.00007,0.00001,0,Hillslope,12.86,-3.05,4.91,14.53,5.02,4.67,0.002,0.029,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,OTU_266,Spring,15 cm +,0.00002,0,0,0,Hillslope,0,0,10.9,Inf,Inf,0.63,1,1,0,Saprotroph,Undefined Saprotroph
