16S ID,Percent Relative Abundance,Taxonomy
AJ233943.PgmThaxt,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella;
GWA2_Polynucleobacter_45_21_curated,0.02,GWA2_Polynucleobacter_45_21_curated
GWD1_OD1_43_18,0.02,"Azambacteria, Parcubacteria, Bacteria organism_desc=Same as C1_43_61 and C2_43_27 Curated version is GWC2_OD1_43_27"
AF523045.UncCo212,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;
Z95724.Unc01rkk,0.02,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY026316.I2EBact3,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;
U58019.TblAquae,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Thiobacillus;
GWF1_OD1_40_6,0.02,"Nomurabacteria, Parcubacteria, Bacteria"
AM086154.Unc53388,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
GWA2_Polynucleobacter_45_21_curated,0.02,GWA2_Polynucleobacter_45_21_curated
DQ833468.Unc033qd,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
AB186831.UncB2002,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Denitratisoma;
RIFCSPLOWO2_02_FULL_OD1_Zambryskibacteria_51_21_curated,0.02,"RIFCSPHIGHO2_02_FULL_RIF_OD1_10_43_37_curated, RIF-OD1-1, Parcubacteria, Bacteria"
FN553642.UncSe376,0.02,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;
AJ318171.Uncu2567,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella;
AY212629.Unc72431,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Sulfuritalea;
AB179513.UncB1677,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;
DQ404734.Unc0001d,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;
AB008801.ClsManga,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas;
Z93977.Unc02w7f,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
GWB1_OD1_35_20,0.02,"GWB1_OD1_35_20, Nomurabacteria, Parcubacteria, Bacteria"
AB076866.UncuBe25,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;
AY375132.Unc02wu2,0.02,Bacteria;Proteobacteria;JTB23;
AF479766.DecSpe10,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas;
DQ833468.Unc033qd,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
AY212577.Unc02szd,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;
AY676493.Unc79419,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.02,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
GWB2_Deltaproteobacteria_55_19_curated,0.02,GWB2_Deltaproteobacteria_55_19_curated
RIFCSPLOWO2_02_FULL_Tectomicrobia_70_19_curated,0.02,"RIFCSPLOWO2_12_FULL_Entotheonella_69_37_curated, Entotheonella, Bacteria"
AF293006.UncGre20,0.02,Bacteria;Proteobacteria;Betaproteobacteria;TRA3-20;
AY250869.UncAl740,0.02,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;
AJ307983.PpvLimic,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Propionivibrio;
AY771960.UncD2268,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
AY035307.PheMobil,0.02,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;
DQ256728.ChmKoree,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;
AY250107.Unc01ps4,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
DD117114.Unide350,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis;
GWA2_Polynucleobacter_45_21_curated,0.02,GWA2_Polynucleobacter_45_21_curated
AY328716.Unc02nhm,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;
RIFCSPLOWO2_12_FULL_NC10_66_18_curated,0.02,"RIFCSPLOWO2_02_FULL_NC10_66_22_curated, NC10, Bacteria"
AF110276.BegSpec7,0.02,Bacteria;Proteobacteria;Proteobacteria_Incertae_Sedis;Unknown_Order;Unknown_Family;Candidatus_Allobeggiatoa;
RIFCSPHIGHO2_02_FULL_OD1_Colwellbacteria_43_15_curated,0.02,"RIFCSPHIGHO2_12_FULL_OD1_43_12_curated, Parcubacteria, Bacteria"
Y07586.Unc79203,0.02,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AF026985.UnidBet2,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;
AJ290018.Unc00tz5,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;GKS98_freshwater_group;
GWA2_Polynucleobacter_45_21_curated,0.02,GWA2_Polynucleobacter_45_21_curated
AB007996.ComTest4,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;
AB194302.SvmTerra,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Silvimonas;
AY281352.Unc02qw1,0.02,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AB166771.UncB1481,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Candidatus_Accumulibacter;
RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13_curated,0.02,RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13_curated
GWA2_Alphaproteobacteria_41_27_curated,0.02,"RIFCSPHIGHO2_02_FULL_Alphaproteobacteria_42_30_curated, Alphaproteobacteria, Proteobacteria, Bacteria"
DQ831555.UncD2341,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
AB240476.UncB3957,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;
BX571965.BurPseu8,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
DQ831535.UncD2734,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;
AF125877.DdbAcid2,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas;
GWF2_OD1_42_22,0.02,"Azambacteria, Parcubacteria, Bacteria organism_desc=Curated version is GWC2_OD1_43_27"
AM746083.UncDe458,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
AF482443.Unc47289,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;
AY493947.Uncu2457,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;
JQ417431.UndTerre,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;
AB239707.UncB3697,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
GWA2_Polynucleobacter_45_21_curated,0.02,GWA2_Polynucleobacter_45_21_curated
AF423295.Uncu2556,0.02,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;
RIFCSPLOWO2_02_FULL_Deltaproteobacteria_57_26_curated,0.02,"RIFCSPLOWO2_12_FULL_Deltaproteobacteria_57_22_curated, Deltaproteobacteria, Proteobacteria, Bacteria"
GWC1_OP11_37_12,0.02,"GWC1_OP11_37_12, Roizmanbacteria, Microgenomates, Bacteria organism_desc=Good + ACD12-rel"
GWA2_Polynucleobacter_45_21_curated,0.02,GWA2_Polynucleobacter_45_21_curated
AJ704689.UncDe438,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
RIFCSPLOWO2_12_FULL_Nitrospinae_45_22_curated,0.02,RIFCSPLOWO2_12_FULL_Nitrospinae_45_22_curated
AY080915.Unc68497,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;
AY326598.Uncu3072,0.02,Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;
AM997421.UncD2004,0.02,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255_marine_benthic_group;
AB094401.HerChlor,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;
GWB2_Deltaproteobacteria_55_19_curated,0.02,GWB2_Deltaproteobacteria_55_19_curated
AJ292623.UncE4841,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;
GWE1_OD1_32_28,0.02,"GWE2_OD1_31_40, Nomurabacteria, Parcubacteria, Bacteria organism_desc=good: Candidate for curation"
AF513107.Unc00svz,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;
Z95727.Unc022ka,0.02,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AF361193.Uncu2513,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;
AM162453.Unc024gg,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Anaeromyxobacter;
AY123787.NspSpe30,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;
RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13_curated,0.02,RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13_curated
AJ888903.RbxBenzo,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax;
AY326604.Uncu2413,0.02,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;
AY559412.Unc76011,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Tepidiphilus;
U81754.Unc031oh,0.02,Bacteria;Elusimicrobia;Elusimicrobia;Lineage_IV;
AY218585.Unc74605,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;
AJ292638.UncE4842,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AF236011.BetPro97,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;
AY622228.UncuB613,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paralcaligenes;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.02,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
AF328152.CncKuhn4,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Conchiformibius;
EF687003.CupSpe29,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;
AY250104.Unc02md8,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;
AY532556.Unc032o8,0.02,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_Incertae_Sedis;Draconibacteriaceae;
RIFCSPLOWO2_12_FULL_Planctomycetes_50_35_curated,0.02,"RIFCSPLOWO2_02_FULL_Planctomycetes_50_16_curated, Planctomycetes, Bacteria"
AY268173.PndPulm2,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;
AB186833.UncB2062,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;
AF110187.BurMall6,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AJ306773.Unc00u9d,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;
FJ654664.NssShaye,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;
CP000091.RalEutr6,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;
X86071.Unide699,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;
AJ009484.Unc48847,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;
AY548933.Unc02y51,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;
FJ951625.DpsAcidi,0.02,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;
GWD2_Deltaproteobacteria_42_10_curated,0.02,"RIFCSPLOWO2_02_FULL_Deltaproteobacteria_42_39_curated, Deltaproteobacteria, Proteobacteria, Bacteria"
GWA2_Elusimicrobia_69_24_curated,0.02,GWA2_Elusimicrobia_69_24_curated
RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_56_11_curated,0.02,"RIFCSPHIGHO2_12_FULL_OD1_Kaiserbacteria_56_13_curated, Kaiserbacteria, Parcubacteria, Bacteria"
DQ811810.UncD1085,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;UASB-TL25;
JX458403.CupSpe54,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;
RIFCSPLOWO2_02_FULL_Rhodospirillales_58_16_curated,0.02,"RIFCSPLOWO2_12_FULL_Rhodospirillales_58_28_curated, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria"
AB234263.UncB2982,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa;
AF234719.UncSlu58,0.02,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;
AF353162.NspSpe18,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;
AJ563935.McsCapsu,0.02,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;
Z95728.UncA6022,0.02,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AF507682.UncuS606,0.02,Bacteria;Parcubacteria;
AB478415.IgvAlbum,0.02,Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;
Y12597.Unc77441,0.02,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY212560.Unc02pbn,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquincola;
AY337598.BetPro14,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella;
AY218683.Unc71384,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;
AJ292646.UncE4826,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AB021387.MalSpin2,0.02,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Malikia;
RIFCSPLOWO2_12_FULL_Ignavibacteria_56_21_curated,0.02,"RIFCSPLOWO2_02_FULL_Ignavibacteria_55_14_curated, Ignavibacteriales, Ignavibacteria, Ignavibacteriae, Bacteria"
RBG_16_Planctomycetes_64_12_curated,0.02,RBG_16_Planctomycetes_64_12_curated
AY532575.Unc01ynx,0.02,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidiferrobacter;
GWA2_Polynucleobacter_45_21_curated,0.02,GWA2_Polynucleobacter_45_21_curated
DQ811799.UncD2455,0.02,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
AJ276701.DlbHafn5,0.01,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;
RIFCSPLOWO2_12_FULL_Gammaproteobacteria_47_76_curated,0.01,"RifCSPlowO2_12_Gammaproteobacteria_47_11_curated, Gammaproteobacteria, Proteobacteria, Bacteria"
DQ831546.UncD1128,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
AB092606.BurMult5,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
DQ004674.Unc02a4v,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
RIFCSPLOWO2_02_FULL_Alphaproteobacteria_40_19_curated,0.01,RIFCSPLOWO2_02_FULL_Alphaproteobacteria_40_19_curated
GWF2_OD1_38_76,0.01,"GWF2_OD1_38_76, Parcubacteria, Bacteria organism_desc=a141"
GWA2_Polynucleobacter_45_21_curated,0.01,GWA2_Polynucleobacter_45_21_curated
RBG_16_Chloroflexi_57_8_curated,0.01,RBG_16_Chloroflexi_57_8_curated
AY326539.Uncu2405,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
GWA2_OD1_42_41_partial,0.01,"Nomurabacteria, Parcubacteria, Bacteria"
RIFCSPLOWO2_12_FULL_OD1_Liptonbacteria_60_15_curated,0.01,RIFCSPLOWO2_12_FULL_OD1_60_15_curated
AY328787.Unc01r6s,0.01,Bacteria;Proteobacteria;Betaproteobacteria;TRA3-20;
CP000859.DlsOleov,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;
AJ535250.UncD1828,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB2;
U87783.AfpGen17,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;
GWC1_OD1_40_13,0.01,"GWA1_OD1_40_21, Parcubacteria, Bacteria"
AB330881.AphJapon,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Amphritea;
RIFCSPLOWO2_02_FULL_Gammaproteobacteria_47_50_curated,0.01,"RifCSPlowO2_12_Gammaproteobacteria_47_11_curated, Gammaproteobacteria, Proteobacteria, Bacteria"
AJ224942.Unc47164,0.01,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
AY532591.Unc02sp7,0.01,Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;SR-FBR-L83;
GWD2_OD1_35_24,0.01,"GWD1_OD1_35_49, Campbellbacteria, Parcubacteria, Bacteria organism_desc=seems same GWC2_34_28 complete"
RBG_16_Chloroflexi_58_14_curated,0.01,RBG_16_Chloroflexi_58_14_curated
AF523012.UncCo662,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;
AY599727.UncVar50,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
AF418961.Unc00w4f,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Leeia;
DQ664237.PcdPisci,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Perlucidibaca;
GWB2_Chloroflexi_49_20_curated,0.01,"GWC2_Chloroflexi_49_37_curated, Chloroflexi, Bacteria"
DQ811812.UncD2718,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
RBG_16_Chloroflexi_56_11_curated,0.01,RBG_16_Chloroflexi_56_11_curated
AJ009471.Unc47064,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;
AY291120.LmpHyal3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia;
AF507714.UncuS610,0.01,Bacteria;TM6;
AY692041.UncDec14,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Hot_Creek_32;
AB179513.UncB1677,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;
AY599723.Uncu3238,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella;
U81649.Unc036ey,0.01,Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;
AY281356.Unc01qjl,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AF534196.Unc01z5e,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
JQ409016.MasYuzhu,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
RIFCSPLOWO2_12_FULL_OD1_Zambryskibacteria_39_16_curated,0.01,RIFCSPLOWO2_12_FULL_RIF_OD1_10_39_16_curated
AY869687.Unc78792,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
GQ221764.BauLitor,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Bauldia;
AY493932.Uncu3222,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY221066.Unc72678,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;
KF676669.NvpSpec3,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
AB240264.UncB3925,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Anaeromyxobacter;
AY622250.Uncu2580,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;
RIFCSPLOWO2_02_FULL_Melainabacteria_35_15_curated,0.01,"RIFCSPLOWO2_12_FULL_Melainabacteria_35_11_curated, Melainabacteria, Bacteria"
AB021420.HdpFlav3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
AB166773.UncB1477,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;
AB680771.BurCe102,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AJ542534.RhzBac12,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aminobacter;
X77215.HphFoeti,0.01,Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;
AF074712.BurSp326,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AY741155.PndSpec6,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;
RIFCSPLOWO2_02_FULL_OD1_Wildermuthbacteria_47_10_curated,0.01,"RIFCSPHIGHO2_01_FULL_RIF_OD1_07_47_27_curated, RIF-OD1-7, Parcubacteria, Bacteria"
AF125876.DdbAcidD,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;
AY123796.NspSpe33,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;
AF507700.Uncu2704,0.01,Bacteria;Chloroflexi;SAR202_clade;
AF387301.AcfThioo,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidiferrobacter;
AF292996.UncGre18,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter;
AY741342.RalPicke,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
AF508102.CasDeni4,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella;
AJ318123.UncGa868,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;
RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13_curated,0.01,RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13_curated
AF050551.UncE6335,0.01,Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;
AF234701.UncSlu82,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY212697.Unc02pix,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;
AB240382.UncB3831,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;
AJ549220.TinSpec5,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_Sedis;Thiomonas;
AY154372.BurPhe14,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AF468969.DlaPro20,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;
AF223382.GbtThiog,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
DQ811832.UncD2321,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
AF269002.Unc00nhe,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
AJ240982.UncDe386,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus;
BD356898.RccTenu3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.01,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
AJ496446.BetPr100,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Roseateles;
HG324048.BurSpec3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AY382153.Unc01spw,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;
